Vardas                        Pavarde                       Galutinis balas (vidurkis)    
Vardenis4916                  Pavardenis4916                5.56                          
Vardenis4917                  Pavardenis4917                5.96                          
Vardenis4918                  Pavardenis4918                4.44                          
Vardenis4919                  Pavardenis4919                5.64                          
Vardenis492                   Pavardenis492                 3.36                          
Vardenis4920                  Pavardenis4920                5.40                          
Vardenis4921                  Pavardenis4921                5.64                          
Vardenis4922                  Pavardenis4922                5.16                          
Vardenis4923                  Pavardenis4923                4.84                          
Vardenis4924                  Pavardenis4924                5.08                          
Vardenis4925                  Pavardenis4925                4.84                          
Vardenis4926                  Pavardenis4926                5.00                          
Vardenis4927                  Pavardenis4927                5.16                          
Vardenis4928                  Pavardenis4928                5.16                          
Vardenis4929                  Pavardenis4929                6.12                          
Vardenis493                   Pavardenis493                 2.96                          
Vardenis4930                  Pavardenis4930                5.24                          
Vardenis4931                  Pavardenis4931                4.84                          
Vardenis4932                  Pavardenis4932                5.88                          
Vardenis4933                  Pavardenis4933                4.92                          
Vardenis4934                  Pavardenis4934                4.60                          
Vardenis4935                  Pavardenis4935                5.16                          
Vardenis4936                  Pavardenis4936                5.48                          
Vardenis4937                  Pavardenis4937                5.48                          
Vardenis4938                  Pavardenis4938                5.24                          
Vardenis4939                  Pavardenis4939                5.16                          
Vardenis494                   Pavardenis494                 3.44                          
Vardenis4940                  Pavardenis4940                5.08                          
Vardenis4941                  Pavardenis4941                5.40                          
Vardenis4942                  Pavardenis4942                5.56                          
Vardenis4943                  Pavardenis4943                5.80                          
Vardenis4944                  Pavardenis4944                5.64                          
Vardenis4945                  Pavardenis4945                5.64                          
Vardenis4946                  Pavardenis4946                4.60                          
Vardenis4947                  Pavardenis4947                5.00                          
Vardenis4948                  Pavardenis4948                6.12                          
Vardenis4949                  Pavardenis4949                6.12                          
Vardenis495                   Pavardenis495                 3.60                          
Vardenis4950                  Pavardenis4950                5.64                          
Vardenis4951                  Pavardenis4951                5.48                          
Vardenis4952                  Pavardenis4952                4.92                          
Vardenis4953                  Pavardenis4953                4.76                          
Vardenis4954                  Pavardenis4954                4.44                          
Vardenis4955                  Pavardenis4955                4.92                          
Vardenis4956                  Pavardenis4956                5.48                          
Vardenis4957                  Pavardenis4957                5.88                          
Vardenis4958                  Pavardenis4958                5.00                          
Vardenis4959                  Pavardenis4959                5.00                          
Vardenis496                   Pavardenis496                 3.12                          
Vardenis4960                  Pavardenis4960                4.68                          
Vardenis4961                  Pavardenis4961                5.48                          
Vardenis4962                  Pavardenis4962                5.40                          
Vardenis4963                  Pavardenis4963                5.80                          
Vardenis4964                  Pavardenis4964                4.20                          
Vardenis4965                  Pavardenis4965                5.00                          
Vardenis4966                  Pavardenis4966                4.60                          
Vardenis4967                  Pavardenis4967                5.00                          
Vardenis4968                  Pavardenis4968                5.24                          
Vardenis4969                  Pavardenis4969                6.12                          
Vardenis497                   Pavardenis497                 2.16                          
Vardenis4970                  Pavardenis4970                5.64                          
Vardenis4971                  Pavardenis4971                5.08                          
Vardenis4972                  Pavardenis4972                5.08                          
Vardenis4973                  Pavardenis4973                4.44                          
Vardenis4974                  Pavardenis4974                4.20                          
Vardenis4975                  Pavardenis4975                4.68                          
Vardenis4976                  Pavardenis4976                5.80                          
Vardenis4977                  Pavardenis4977                5.64                          
Vardenis4978                  Pavardenis4978                4.92                          
Vardenis4979                  Pavardenis4979                5.80                          
Vardenis498                   Pavardenis498                 2.48                          
Vardenis4980                  Pavardenis4980                4.84                          
Vardenis4981                  Pavardenis4981                5.88                          
Vardenis4982                  Pavardenis4982                4.12                          
Vardenis4983                  Pavardenis4983                5.16                          
Vardenis4984                  Pavardenis4984                5.24                          
Vardenis4985                  Pavardenis4985                6.36                          
Vardenis4986                  Pavardenis4986                4.84                          
Vardenis4987                  Pavardenis4987                4.76                          
Vardenis4988                  Pavardenis4988                4.04                          
Vardenis4989                  Pavardenis4989                5.48                          
Vardenis499                   Pavardenis499                 3.92                          
Vardenis4990                  Pavardenis4990                5.64                          
Vardenis4991                  Pavardenis4991                4.04                          
Vardenis4992                  Pavardenis4992                5.00                          
Vardenis4993                  Pavardenis4993                5.16                          
Vardenis4994                  Pavardenis4994                4.68                          
Vardenis4995                  Pavardenis4995                4.20                          
Vardenis4996                  Pavardenis4996                6.12                          
Vardenis4997                  Pavardenis4997                5.24                          
Vardenis4998                  Pavardenis4998                5.56                          
Vardenis4999                  Pavardenis4999                5.08                          
Vardenis5                     Pavardenis5                   2.72                          
Vardenis50                    Pavardenis50                  3.44                          
Vardenis500                   Pavardenis500                 3.12                          
Vardenis5000                  Pavardenis5000                5.32                          
Vardenis5001                  Pavardenis5001                5.40                          
Vardenis5002                  Pavardenis5002                5.96                          
Vardenis5003                  Pavardenis5003                4.92                          
Vardenis5004                  Pavardenis5004                4.28                          
Vardenis5005                  Pavardenis5005                5.00                          
Vardenis5006                  Pavardenis5006                4.92                          
Vardenis5007                  Pavardenis5007                5.56                          
Vardenis5008                  Pavardenis5008                5.40                          
Vardenis5009                  Pavardenis5009                4.28                          
Vardenis501                   Pavardenis501                 2.88                          
Vardenis5010                  Pavardenis5010                5.40                          
Vardenis5011                  Pavardenis5011                4.92                          
Vardenis5012                  Pavardenis5012                6.12                          
Vardenis5013                  Pavardenis5013                6.20                          
Vardenis5014                  Pavardenis5014                6.36                          
Vardenis5015                  Pavardenis5015                4.52                          
Vardenis5016                  Pavardenis5016                5.88                          
Vardenis5017                  Pavardenis5017                4.76                          
Vardenis5018                  Pavardenis5018                5.56                          
Vardenis5019                  Pavardenis5019                5.24                          
Vardenis502                   Pavardenis502                 3.12                          
Vardenis5020                  Pavardenis5020                5.88                          
Vardenis5021                  Pavardenis5021                4.68                          
Vardenis5022                  Pavardenis5022                4.68                          
Vardenis5023                  Pavardenis5023                5.00                          
Vardenis5024                  Pavardenis5024                5.48                          
Vardenis5025                  Pavardenis5025                4.84                          
Vardenis5026                  Pavardenis5026                5.48                          
Vardenis5027                  Pavardenis5027                4.68                          
Vardenis5028                  Pavardenis5028                5.64                          
Vardenis5029                  Pavardenis5029                4.92                          
Vardenis503                   Pavardenis503                 3.36                          
Vardenis5030                  Pavardenis5030                5.56                          
Vardenis5031                  Pavardenis5031                5.32                          
Vardenis5032                  Pavardenis5032                5.64                          
Vardenis5033                  Pavardenis5033                4.92                          
Vardenis5034                  Pavardenis5034                5.00                          
Vardenis5035                  Pavardenis5035                4.68                          
Vardenis5036                  Pavardenis5036                5.64                          
Vardenis5037                  Pavardenis5037                4.68                          
Vardenis5038                  Pavardenis5038                4.92                          
Vardenis5039                  Pavardenis5039                4.84                          
Vardenis504                   Pavardenis504                 4.40                          
Vardenis5040                  Pavardenis5040                5.08                          
Vardenis5041                  Pavardenis5041                4.44                          
Vardenis5042                  Pavardenis5042                5.32                          
Vardenis5043                  Pavardenis5043                5.32                          
Vardenis5044                  Pavardenis5044                5.48                          
Vardenis5045                  Pavardenis5045                5.32                          
Vardenis5046                  Pavardenis5046                5.08                          
Vardenis5047                  Pavardenis5047                5.32                          
Vardenis5048                  Pavardenis5048                5.08                          
Vardenis5049                  Pavardenis5049                5.88                          
Vardenis505                   Pavardenis505                 2.80                          
Vardenis5050                  Pavardenis5050                5.32                          
Vardenis5051                  Pavardenis5051                4.84                          
Vardenis5052                  Pavardenis5052                4.76                          
Vardenis5053                  Pavardenis5053                4.76                          
Vardenis5054                  Pavardenis5054                3.96                          
Vardenis5055                  Pavardenis5055                5.00                          
Vardenis5056                  Pavardenis5056                5.00                          
Vardenis5057                  Pavardenis5057                5.64                          
Vardenis5058                  Pavardenis5058                4.52                          
Vardenis5059                  Pavardenis5059                6.44                          
Vardenis506                   Pavardenis506                 3.60                          
Vardenis5060                  Pavardenis5060                5.32                          
Vardenis5061                  Pavardenis5061                5.40                          
Vardenis5062                  Pavardenis5062                5.24                          
Vardenis5063                  Pavardenis5063                5.00                          
Vardenis5064                  Pavardenis5064                6.36                          
Vardenis5065                  Pavardenis5065                5.56                          
Vardenis5066                  Pavardenis5066                4.44                          
Vardenis5067                  Pavardenis5067                5.32                          
Vardenis5068                  Pavardenis5068                6.60                          
Vardenis5069                  Pavardenis5069                5.32                          
Vardenis507                   Pavardenis507                 3.20                          
Vardenis5070                  Pavardenis5070                4.92                          
Vardenis5071                  Pavardenis5071                5.48                          
Vardenis5072                  Pavardenis5072                5.96                          
Vardenis5073                  Pavardenis5073                4.76                          
Vardenis5074                  Pavardenis5074                5.40                          
Vardenis5075                  Pavardenis5075                5.00                          
Vardenis5076                  Pavardenis5076                5.16                          
Vardenis5077                  Pavardenis5077                4.44                          
Vardenis5078                  Pavardenis5078                5.56                          
Vardenis5079                  Pavardenis5079                5.96                          
Vardenis508                   Pavardenis508                 4.56                          
Vardenis5080                  Pavardenis5080                5.00                          
Vardenis5081                  Pavardenis5081                5.16                          
Vardenis5082                  Pavardenis5082                5.08                          
Vardenis5083                  Pavardenis5083                4.84                          
Vardenis5084                  Pavardenis5084                5.56                          
Vardenis5085                  Pavardenis5085                5.24                          
Vardenis5086                  Pavardenis5086                4.28                          
Vardenis5087                  Pavardenis5087                5.56                          
Vardenis5088                  Pavardenis5088                5.80                          
Vardenis5089                  Pavardenis5089                4.84                          
Vardenis509                   Pavardenis509                 3.12                          
Vardenis5090                  Pavardenis5090                5.16                          
Vardenis5091                  Pavardenis5091                4.84                          
Vardenis5092                  Pavardenis5092                5.80                          
Vardenis5093                  Pavardenis5093                4.52                          
Vardenis5094                  Pavardenis5094                5.48                          
Vardenis5095                  Pavardenis5095                5.80                          
Vardenis5096                  Pavardenis5096                4.92                          
Vardenis5097                  Pavardenis5097                5.48                          
Vardenis5098                  Pavardenis5098                4.28                          
Vardenis5099                  Pavardenis5099                5.00                          
Vardenis51                    Pavardenis51                  3.92                          
Vardenis510                   Pavardenis510                 3.12                          
Vardenis5100                  Pavardenis5100                5.24                          
Vardenis5101                  Pavardenis5101                4.92                          
Vardenis5102                  Pavardenis5102                5.48                          
Vardenis5103                  Pavardenis5103                4.68                          
Vardenis5104                  Pavardenis5104                5.48                          
Vardenis5105                  Pavardenis5105                5.00                          
Vardenis5106                  Pavardenis5106                4.44                          
Vardenis5107                  Pavardenis5107                5.32                          
Vardenis5108                  Pavardenis5108                5.80                          
Vardenis5109                  Pavardenis5109                4.92                          
Vardenis511                   Pavardenis511                 3.12                          
Vardenis5110                  Pavardenis5110                5.24                          
Vardenis5111                  Pavardenis5111                4.60                          
Vardenis5112                  Pavardenis5112                4.92                          
Vardenis5113                  Pavardenis5113                5.00                          
Vardenis5114                  Pavardenis5114                5.80                          
Vardenis5115                  Pavardenis5115                5.24                          
Vardenis5116                  Pavardenis5116                5.64                          
Vardenis5117                  Pavardenis5117                6.28                          
Vardenis5118                  Pavardenis5118                4.20                          
Vardenis5119                  Pavardenis5119                5.64                          
Vardenis512                   Pavardenis512                 4.00                          
Vardenis5120                  Pavardenis5120                5.56                          
Vardenis5121                  Pavardenis5121                5.16                          
Vardenis5122                  Pavardenis5122                4.44                          
Vardenis5123                  Pavardenis5123                4.68                          
Vardenis5124                  Pavardenis5124                6.12                          
Vardenis5125                  Pavardenis5125                5.00                          
Vardenis5126                  Pavardenis5126                6.20                          
Vardenis5127                  Pavardenis5127                5.32                          
Vardenis5128                  Pavardenis5128                4.76                          
Vardenis5129                  Pavardenis5129                4.68                          
Vardenis513                   Pavardenis513                 3.12                          
Vardenis5130                  Pavardenis5130                5.88                          
Vardenis5131                  Pavardenis5131                4.76                          
Vardenis5132                  Pavardenis5132                5.48                          
Vardenis5133                  Pavardenis5133                4.68                          
Vardenis5134                  Pavardenis5134                5.96                          
Vardenis5135                  Pavardenis5135                4.84                          
Vardenis5136                  Pavardenis5136                4.36                          
Vardenis5137                  Pavardenis5137                5.16                          
Vardenis5138                  Pavardenis5138                5.48                          
Vardenis5139                  Pavardenis5139                5.32                          
Vardenis514                   Pavardenis514                 3.44                          
Vardenis5140                  Pavardenis5140                5.56                          
Vardenis5141                  Pavardenis5141                5.56                          
Vardenis5142                  Pavardenis5142                5.64                          
Vardenis5143                  Pavardenis5143                4.84                          
Vardenis5144                  Pavardenis5144                5.96                          
Vardenis5145                  Pavardenis5145                5.32                          
Vardenis5146                  Pavardenis5146                4.20                          
Vardenis5147                  Pavardenis5147                5.00                          
Vardenis5148                  Pavardenis5148                4.60                          
Vardenis5149                  Pavardenis5149                4.84                          
Vardenis515                   Pavardenis515                 2.64                          
Vardenis5150                  Pavardenis5150                5.56                          
Vardenis5151                  Pavardenis5151                5.32                          
Vardenis5152                  Pavardenis5152                5.16                          
Vardenis5153                  Pavardenis5153                5.32                          
Vardenis5154                  Pavardenis5154                5.64                          
Vardenis5155                  Pavardenis5155                5.00                          
Vardenis5156                  Pavardenis5156                6.28                          
Vardenis5157                  Pavardenis5157                5.72                          
Vardenis5158                  Pavardenis5158                4.60                          
Vardenis5159                  Pavardenis5159                5.24                          
Vardenis516                   Pavardenis516                 3.68                          
Vardenis5160                  Pavardenis5160                5.24                          
Vardenis5161                  Pavardenis5161                5.24                          
Vardenis5162                  Pavardenis5162                5.56                          
Vardenis5163                  Pavardenis5163                4.44                          
Vardenis5164                  Pavardenis5164                5.80                          
Vardenis5165                  Pavardenis5165                5.48                          
Vardenis5166                  Pavardenis5166                5.72                          
Vardenis5167                  Pavardenis5167                5.32                          
Vardenis5168                  Pavardenis5168                5.16                          
Vardenis5169                  Pavardenis5169                5.80                          
Vardenis517                   Pavardenis517                 3.44                          
Vardenis5170                  Pavardenis5170                4.92                          
Vardenis5171                  Pavardenis5171                5.32                          
Vardenis5172                  Pavardenis5172                4.76                          
Vardenis5173                  Pavardenis5173                6.44                          
Vardenis5174                  Pavardenis5174                5.32                          
Vardenis5175                  Pavardenis5175                4.28                          
Vardenis5176                  Pavardenis5176                5.56                          
Vardenis5177                  Pavardenis5177                4.68                          
Vardenis5178                  Pavardenis5178                6.12                          
Vardenis5179                  Pavardenis5179                6.12                          
Vardenis518                   Pavardenis518                 4.48                          
Vardenis5180                  Pavardenis5180                5.96                          
Vardenis5181                  Pavardenis5181                4.92                          
Vardenis5182                  Pavardenis5182                4.92                          
Vardenis5183                  Pavardenis5183                4.92                          
Vardenis5184                  Pavardenis5184                5.64                          
Vardenis5185                  Pavardenis5185                5.32                          
Vardenis5186                  Pavardenis5186                5.56                          
Vardenis5187                  Pavardenis5187                5.40                          
Vardenis5188                  Pavardenis5188                5.48                          
Vardenis5189                  Pavardenis5189                5.72                          
Vardenis519                   Pavardenis519                 4.56                          
Vardenis5190                  Pavardenis5190                5.96                          
Vardenis5191                  Pavardenis5191                5.48                          
Vardenis5192                  Pavardenis5192                3.88                          
Vardenis5193                  Pavardenis5193                5.08                          
Vardenis5194                  Pavardenis5194                4.60                          
Vardenis5195                  Pavardenis5195                4.68                          
Vardenis5196                  Pavardenis5196                5.96                          
Vardenis5197                  Pavardenis5197                5.80                          
Vardenis5198                  Pavardenis5198                5.56                          
Vardenis5199                  Pavardenis5199                5.00                          
Vardenis52                    Pavardenis52                  3.68                          
Vardenis520                   Pavardenis520                 3.76                          
Vardenis5200                  Pavardenis5200                4.68                          
Vardenis5201                  Pavardenis5201                5.24                          
Vardenis5202                  Pavardenis5202                5.00                          
Vardenis5203                  Pavardenis5203                5.16                          
Vardenis5204                  Pavardenis5204                5.96                          
Vardenis5205                  Pavardenis5205                5.40                          
Vardenis5206                  Pavardenis5206                4.76                          
Vardenis5207                  Pavardenis5207                5.64                          
Vardenis5208                  Pavardenis5208                5.24                          
Vardenis5209                  Pavardenis5209                6.12                          
Vardenis521                   Pavardenis521                 2.88                          
Vardenis5210                  Pavardenis5210                5.16                          
Vardenis5211                  Pavardenis5211                5.48                          
Vardenis5212                  Pavardenis5212                4.36                          
Vardenis5213                  Pavardenis5213                5.80                          
Vardenis5214                  Pavardenis5214                4.84                          
Vardenis5215                  Pavardenis5215                5.48                          
Vardenis5216                  Pavardenis5216                5.96                          
Vardenis5217                  Pavardenis5217                5.16                          
Vardenis5218                  Pavardenis5218                5.64                          
Vardenis5219                  Pavardenis5219                5.16                          
Vardenis522                   Pavardenis522                 3.36                          
Vardenis5220                  Pavardenis5220                5.40                          
Vardenis5221                  Pavardenis5221                5.80                          
Vardenis5222                  Pavardenis5222                5.56                          
Vardenis5223                  Pavardenis5223                5.32                          
Vardenis5224                  Pavardenis5224                5.08                          
Vardenis5225                  Pavardenis5225                5.32                          
Vardenis5226                  Pavardenis5226                5.00                          
Vardenis5227                  Pavardenis5227                4.92                          
Vardenis5228                  Pavardenis5228                5.32                          
Vardenis5229                  Pavardenis5229                4.76                          
Vardenis523                   Pavardenis523                 2.48                          
Vardenis5230                  Pavardenis5230                5.72                          
Vardenis5231                  Pavardenis5231                4.36                          
Vardenis5232                  Pavardenis5232                4.36                          
Vardenis5233                  Pavardenis5233                5.16                          
Vardenis5234                  Pavardenis5234                5.56                          
Vardenis5235                  Pavardenis5235                5.32                          
Vardenis5236                  Pavardenis5236                5.24                          
Vardenis5237                  Pavardenis5237                4.76                          
Vardenis5238                  Pavardenis5238                4.60                          
Vardenis5239                  Pavardenis5239                5.24                          
Vardenis524                   Pavardenis524                 3.20                          
Vardenis5240                  Pavardenis5240                4.68                          
Vardenis5241                  Pavardenis5241                4.52                          
Vardenis5242                  Pavardenis5242                5.72                          
Vardenis5243                  Pavardenis5243                5.00                          
Vardenis5244                  Pavardenis5244                5.24                          
Vardenis5245                  Pavardenis5245                5.00                          
Vardenis5246                  Pavardenis5246                5.16                          
Vardenis5247                  Pavardenis5247                5.08                          
Vardenis5248                  Pavardenis5248                5.56                          
Vardenis5249                  Pavardenis5249                5.88                          
Vardenis525                   Pavardenis525                 3.52                          
Vardenis5250                  Pavardenis5250                5.96                          
Vardenis5251                  Pavardenis5251                5.48                          
Vardenis5252                  Pavardenis5252                5.56                          
Vardenis5253                  Pavardenis5253                4.84                          
Vardenis5254                  Pavardenis5254                5.96                          
Vardenis5255                  Pavardenis5255                4.28                          
Vardenis5256                  Pavardenis5256                4.12                          
Vardenis5257                  Pavardenis5257                5.24                          
Vardenis5258                  Pavardenis5258                5.24                          
Vardenis5259                  Pavardenis5259                4.60                          
Vardenis526                   Pavardenis526                 3.52                          
Vardenis5260                  Pavardenis5260                5.24                          
Vardenis5261                  Pavardenis5261                4.84                          
Vardenis5262                  Pavardenis5262                5.40                          
Vardenis5263                  Pavardenis5263                4.84                          
Vardenis5264                  Pavardenis5264                4.76                          
Vardenis5265                  Pavardenis5265                4.52                          
Vardenis5266                  Pavardenis5266                5.64                          
Vardenis5267                  Pavardenis5267                5.32                          
Vardenis5268                  Pavardenis5268                4.92                          
Vardenis5269                  Pavardenis5269                5.08                          
Vardenis527                   Pavardenis527                 4.64                          
Vardenis5270                  Pavardenis5270                4.92                          
Vardenis5271                  Pavardenis5271                4.92                          
Vardenis5272                  Pavardenis5272                5.24                          
Vardenis5273                  Pavardenis5273                5.08                          
Vardenis5274                  Pavardenis5274                5.40                          
Vardenis5275                  Pavardenis5275                5.16                          
Vardenis5276                  Pavardenis5276                5.48                          
Vardenis5277                  Pavardenis5277                5.48                          
Vardenis5278                  Pavardenis5278                5.96                          
Vardenis5279                  Pavardenis5279                5.56                          
Vardenis528                   Pavardenis528                 3.44                          
Vardenis5280                  Pavardenis5280                5.00                          
Vardenis5281                  Pavardenis5281                6.04                          
Vardenis5282                  Pavardenis5282                4.84                          
Vardenis5283                  Pavardenis5283                5.48                          
Vardenis5284                  Pavardenis5284                4.92                          
Vardenis5285                  Pavardenis5285                4.68                          
Vardenis5286                  Pavardenis5286                5.72                          
Vardenis5287                  Pavardenis5287                5.00                          
Vardenis5288                  Pavardenis5288                4.52                          
Vardenis5289                  Pavardenis5289                4.60                          
Vardenis529                   Pavardenis529                 3.36                          
Vardenis5290                  Pavardenis5290                5.24                          
Vardenis5291                  Pavardenis5291                5.16                          
Vardenis5292                  Pavardenis5292                5.08                          
Vardenis5293                  Pavardenis5293                4.84                          
Vardenis5294                  Pavardenis5294                5.72                          
Vardenis5295                  Pavardenis5295                4.20                          
Vardenis5296                  Pavardenis5296                5.32                          
Vardenis5297                  Pavardenis5297                5.40                          
Vardenis5298                  Pavardenis5298                5.64                          
Vardenis5299                  Pavardenis5299                4.04                          
Vardenis53                    Pavardenis53                  2.88                          
Vardenis530                   Pavardenis530                 3.52                          
Vardenis5300                  Pavardenis5300                5.32                          
Vardenis5301                  Pavardenis5301                5.24                          
Vardenis5302                  Pavardenis5302                5.32                          
Vardenis5303                  Pavardenis5303                5.00                          
Vardenis5304                  Pavardenis5304                5.08                          
Vardenis5305                  Pavardenis5305                4.92                          
Vardenis5306                  Pavardenis5306                4.84                          
Vardenis5307                  Pavardenis5307                5.24                          
Vardenis5308                  Pavardenis5308                5.00                          
Vardenis5309                  Pavardenis5309                4.84                          
Vardenis531                   Pavardenis531                 3.28                          
Vardenis5310                  Pavardenis5310                4.92                          
Vardenis5311                  Pavardenis5311                5.48                          
Vardenis5312                  Pavardenis5312                5.40                          
Vardenis5313                  Pavardenis5313                5.16                          
Vardenis5314                  Pavardenis5314                6.36                          
Vardenis5315                  Pavardenis5315                5.24                          
Vardenis5316                  Pavardenis5316                5.08                          
Vardenis5317                  Pavardenis5317                5.80                          
Vardenis5318                  Pavardenis5318                5.48                          
Vardenis5319                  Pavardenis5319                5.48                          
Vardenis532                   Pavardenis532                 3.68                          
Vardenis5320                  Pavardenis5320                5.08                          
Vardenis5321                  Pavardenis5321                5.24                          
Vardenis5322                  Pavardenis5322                5.00                          
Vardenis5323                  Pavardenis5323                6.12                          
Vardenis5324                  Pavardenis5324                4.76                          
Vardenis5325                  Pavardenis5325                4.44                          
Vardenis5326                  Pavardenis5326                5.08                          
Vardenis5327                  Pavardenis5327                5.24                          
Vardenis5328                  Pavardenis5328                5.24                          
Vardenis5329                  Pavardenis5329                4.92                          
Vardenis533                   Pavardenis533                 4.32                          
Vardenis5330                  Pavardenis5330                5.00                          
Vardenis5331                  Pavardenis5331                5.32                          
Vardenis5332                  Pavardenis5332                4.92                          
Vardenis5333                  Pavardenis5333                5.88                          
Vardenis5334                  Pavardenis5334                5.88                          
Vardenis5335                  Pavardenis5335                4.92                          
Vardenis5336                  Pavardenis5336                5.96                          
Vardenis5337                  Pavardenis5337                5.16                          
Vardenis5338                  Pavardenis5338                4.84                          
Vardenis5339                  Pavardenis5339                5.40                          
Vardenis534                   Pavardenis534                 3.44                          
Vardenis5340                  Pavardenis5340                5.64                          
Vardenis5341                  Pavardenis5341                5.96                          
Vardenis5342                  Pavardenis5342                5.80                          
Vardenis5343                  Pavardenis5343                5.56                          
Vardenis5344                  Pavardenis5344                5.32                          
Vardenis5345                  Pavardenis5345                5.16                          
Vardenis5346                  Pavardenis5346                5.08                          
Vardenis5347                  Pavardenis5347                5.08                          
Vardenis5348                  Pavardenis5348                5.24                          
Vardenis5349                  Pavardenis5349                5.56                          
Vardenis535                   Pavardenis535                 3.36                          
Vardenis5350                  Pavardenis5350                5.72                          
Vardenis5351                  Pavardenis5351                4.92                          
Vardenis5352                  Pavardenis5352                5.32                          
Vardenis5353                  Pavardenis5353                5.08                          
Vardenis5354                  Pavardenis5354                4.68                          
Vardenis5355                  Pavardenis5355                4.92                          
Vardenis5356                  Pavardenis5356                6.36                          
