Vardas                        Pavarde                       Galutinis balas (vidurkis)    
Vardenis5363                  Pavardenis5363                4.92                          
Vardenis5364                  Pavardenis5364                4.92                          
Vardenis5368                  Pavardenis5368                4.84                          
Vardenis5369                  Pavardenis5369                4.44                          
Vardenis537                   Pavardenis537                 2.88                          
Vardenis5374                  Pavardenis5374                4.68                          
Vardenis538                   Pavardenis538                 2.72                          
Vardenis5380                  Pavardenis5380                4.92                          
Vardenis5381                  Pavardenis5381                4.60                          
Vardenis5382                  Pavardenis5382                4.92                          
Vardenis5385                  Pavardenis5385                4.84                          
Vardenis5387                  Pavardenis5387                4.60                          
Vardenis539                   Pavardenis539                 4.24                          
Vardenis5390                  Pavardenis5390                4.92                          
Vardenis5392                  Pavardenis5392                4.76                          
Vardenis54                    Pavardenis54                  3.52                          
Vardenis540                   Pavardenis540                 3.04                          
Vardenis5400                  Pavardenis5400                4.76                          
Vardenis5405                  Pavardenis5405                4.20                          
Vardenis5408                  Pavardenis5408                4.60                          
Vardenis5409                  Pavardenis5409                4.84                          
Vardenis541                   Pavardenis541                 3.04                          
Vardenis5410                  Pavardenis5410                4.84                          
Vardenis5413                  Pavardenis5413                4.60                          
Vardenis5414                  Pavardenis5414                4.92                          
Vardenis542                   Pavardenis542                 3.60                          
Vardenis5420                  Pavardenis5420                4.92                          
Vardenis543                   Pavardenis543                 4.08                          
Vardenis5430                  Pavardenis5430                3.96                          
Vardenis5431                  Pavardenis5431                3.80                          
Vardenis5433                  Pavardenis5433                4.68                          
Vardenis5437                  Pavardenis5437                4.76                          
Vardenis5438                  Pavardenis5438                4.20                          
Vardenis544                   Pavardenis544                 3.36                          
Vardenis5440                  Pavardenis5440                4.52                          
Vardenis5445                  Pavardenis5445                4.68                          
Vardenis5448                  Pavardenis5448                4.68                          
Vardenis5449                  Pavardenis5449                4.92                          
Vardenis545                   Pavardenis545                 3.12                          
Vardenis5451                  Pavardenis5451                4.04                          
Vardenis5455                  Pavardenis5455                4.76                          
Vardenis5458                  Pavardenis5458                4.76                          
Vardenis546                   Pavardenis546                 3.84                          
Vardenis5460                  Pavardenis5460                4.36                          
Vardenis5461                  Pavardenis5461                4.28                          
Vardenis5463                  Pavardenis5463                4.92                          
Vardenis5465                  Pavardenis5465                4.44                          
Vardenis5469                  Pavardenis5469                4.76                          
Vardenis547                   Pavardenis547                 4.00                          
Vardenis5475                  Pavardenis5475                4.92                          
Vardenis5476                  Pavardenis5476                4.60                          
Vardenis5477                  Pavardenis5477                4.84                          
Vardenis5479                  Pavardenis5479                4.76                          
Vardenis548                   Pavardenis548                 2.88                          
Vardenis5486                  Pavardenis5486                4.92                          
Vardenis5487                  Pavardenis5487                4.92                          
Vardenis5488                  Pavardenis5488                4.60                          
Vardenis549                   Pavardenis549                 3.84                          
Vardenis5491                  Pavardenis5491                4.76                          
Vardenis5495                  Pavardenis5495                4.92                          
Vardenis5499                  Pavardenis5499                3.96                          
Vardenis55                    Pavardenis55                  3.52                          
Vardenis550                   Pavardenis550                 2.64                          
Vardenis5502                  Pavardenis5502                4.84                          
Vardenis5504                  Pavardenis5504                4.36                          
Vardenis5506                  Pavardenis5506                4.52                          
Vardenis5507                  Pavardenis5507                4.60                          
Vardenis5508                  Pavardenis5508                3.96                          
Vardenis551                   Pavardenis551                 2.88                          
Vardenis5511                  Pavardenis5511                4.60                          
Vardenis5515                  Pavardenis5515                4.36                          
Vardenis5517                  Pavardenis5517                4.76                          
Vardenis552                   Pavardenis552                 3.84                          
Vardenis5526                  Pavardenis5526                4.60                          
Vardenis553                   Pavardenis553                 3.28                          
Vardenis5533                  Pavardenis5533                4.60                          
Vardenis554                   Pavardenis554                 3.76                          
Vardenis5540                  Pavardenis5540                4.68                          
Vardenis5545                  Pavardenis5545                4.68                          
Vardenis5548                  Pavardenis5548                4.52                          
Vardenis555                   Pavardenis555                 3.20                          
Vardenis5550                  Pavardenis5550                4.44                          
Vardenis5552                  Pavardenis5552                4.68                          
Vardenis5554                  Pavardenis5554                4.60                          
Vardenis5559                  Pavardenis5559                4.52                          
Vardenis556                   Pavardenis556                 3.84                          
Vardenis5560                  Pavardenis5560                4.76                          
Vardenis5561                  Pavardenis5561                4.84                          
Vardenis5562                  Pavardenis5562                4.92                          
Vardenis5568                  Pavardenis5568                4.68                          
Vardenis557                   Pavardenis557                 3.36                          
Vardenis5572                  Pavardenis5572                4.20                          
Vardenis5574                  Pavardenis5574                4.92                          
Vardenis5579                  Pavardenis5579                4.84                          
Vardenis558                   Pavardenis558                 3.12                          
Vardenis5581                  Pavardenis5581                4.92                          
Vardenis5583                  Pavardenis5583                4.76                          
Vardenis5584                  Pavardenis5584                4.84                          
Vardenis5585                  Pavardenis5585                4.68                          
Vardenis5587                  Pavardenis5587                4.60                          
Vardenis5588                  Pavardenis5588                4.84                          
Vardenis559                   Pavardenis559                 3.12                          
Vardenis5591                  Pavardenis5591                4.76                          
Vardenis5592                  Pavardenis5592                4.60                          
Vardenis5593                  Pavardenis5593                4.60                          
Vardenis5598                  Pavardenis5598                4.28                          
Vardenis56                    Pavardenis56                  3.44                          
Vardenis560                   Pavardenis560                 3.52                          
Vardenis5602                  Pavardenis5602                4.92                          
Vardenis5603                  Pavardenis5603                4.60                          
Vardenis5605                  Pavardenis5605                4.84                          
Vardenis5607                  Pavardenis5607                4.76                          
Vardenis5609                  Pavardenis5609                4.84                          
Vardenis561                   Pavardenis561                 3.92                          
Vardenis5611                  Pavardenis5611                4.84                          
Vardenis562                   Pavardenis562                 2.72                          
Vardenis5620                  Pavardenis5620                4.76                          
Vardenis5623                  Pavardenis5623                4.52                          
Vardenis5624                  Pavardenis5624                4.84                          
Vardenis5628                  Pavardenis5628                4.60                          
Vardenis5629                  Pavardenis5629                4.92                          
Vardenis563                   Pavardenis563                 2.80                          
Vardenis5635                  Pavardenis5635                4.68                          
Vardenis5636                  Pavardenis5636                4.36                          
Vardenis5638                  Pavardenis5638                4.20                          
Vardenis564                   Pavardenis564                 3.28                          
Vardenis5640                  Pavardenis5640                4.52                          
Vardenis5642                  Pavardenis5642                4.44                          
Vardenis5645                  Pavardenis5645                4.12                          
Vardenis5646                  Pavardenis5646                4.44                          
Vardenis565                   Pavardenis565                 3.04                          
Vardenis5650                  Pavardenis5650                4.92                          
Vardenis5653                  Pavardenis5653                4.84                          
Vardenis5655                  Pavardenis5655                4.92                          
Vardenis5658                  Pavardenis5658                4.44                          
Vardenis5659                  Pavardenis5659                4.52                          
Vardenis566                   Pavardenis566                 3.44                          
Vardenis5661                  Pavardenis5661                4.84                          
Vardenis5662                  Pavardenis5662                4.52                          
Vardenis5663                  Pavardenis5663                4.44                          
Vardenis5666                  Pavardenis5666                4.92                          
Vardenis567                   Pavardenis567                 4.32                          
Vardenis5671                  Pavardenis5671                4.76                          
Vardenis5673                  Pavardenis5673                4.68                          
Vardenis5677                  Pavardenis5677                4.92                          
Vardenis5678                  Pavardenis5678                4.52                          
Vardenis5679                  Pavardenis5679                4.20                          
Vardenis568                   Pavardenis568                 4.16                          
Vardenis5681                  Pavardenis5681                4.60                          
Vardenis5684                  Pavardenis5684                4.84                          
Vardenis569                   Pavardenis569                 3.60                          
Vardenis5691                  Pavardenis5691                4.44                          
Vardenis5695                  Pavardenis5695                4.20                          
Vardenis5697                  Pavardenis5697                4.92                          
Vardenis5698                  Pavardenis5698                4.92                          
Vardenis57                    Pavardenis57                  3.36                          
Vardenis570                   Pavardenis570                 3.36                          
Vardenis5701                  Pavardenis5701                4.60                          
Vardenis5704                  Pavardenis5704                4.92                          
Vardenis5705                  Pavardenis5705                4.84                          
Vardenis5709                  Pavardenis5709                4.84                          
Vardenis571                   Pavardenis571                 3.60                          
Vardenis5714                  Pavardenis5714                4.92                          
Vardenis5716                  Pavardenis5716                4.04                          
Vardenis5718                  Pavardenis5718                4.60                          
Vardenis572                   Pavardenis572                 3.76                          
Vardenis5727                  Pavardenis5727                4.60                          
Vardenis5728                  Pavardenis5728                4.92                          
Vardenis5729                  Pavardenis5729                4.92                          
Vardenis573                   Pavardenis573                 3.44                          
Vardenis5735                  Pavardenis5735                4.76                          
Vardenis5737                  Pavardenis5737                4.92                          
Vardenis5738                  Pavardenis5738                4.36                          
Vardenis574                   Pavardenis574                 3.20                          
Vardenis5745                  Pavardenis5745                4.92                          
Vardenis5748                  Pavardenis5748                4.52                          
Vardenis575                   Pavardenis575                 3.12                          
Vardenis5750                  Pavardenis5750                4.92                          
Vardenis5754                  Pavardenis5754                4.84                          
Vardenis5755                  Pavardenis5755                4.76                          
Vardenis5756                  Pavardenis5756                4.60                          
Vardenis576                   Pavardenis576                 4.16                          
Vardenis5761                  Pavardenis5761                4.92                          
Vardenis5762                  Pavardenis5762                4.60                          
Vardenis5763                  Pavardenis5763                4.52                          
Vardenis5765                  Pavardenis5765                4.44                          
Vardenis5768                  Pavardenis5768                4.76                          
Vardenis577                   Pavardenis577                 2.96                          
Vardenis5771                  Pavardenis5771                4.84                          
Vardenis5773                  Pavardenis5773                4.52                          
Vardenis5775                  Pavardenis5775                4.84                          
Vardenis5776                  Pavardenis5776                4.84                          
Vardenis5779                  Pavardenis5779                4.36                          
Vardenis578                   Pavardenis578                 3.36                          
Vardenis5781                  Pavardenis5781                4.84                          
Vardenis5782                  Pavardenis5782                4.76                          
Vardenis5784                  Pavardenis5784                4.28                          
Vardenis579                   Pavardenis579                 3.12                          
Vardenis5794                  Pavardenis5794                4.92                          
Vardenis5797                  Pavardenis5797                4.04                          
Vardenis5798                  Pavardenis5798                4.92                          
Vardenis58                    Pavardenis58                  3.28                          
Vardenis580                   Pavardenis580                 3.84                          
Vardenis5800                  Pavardenis5800                4.92                          
Vardenis5803                  Pavardenis5803                4.52                          
Vardenis5805                  Pavardenis5805                4.92                          
Vardenis581                   Pavardenis581                 3.36                          
Vardenis5811                  Pavardenis5811                4.84                          
Vardenis5812                  Pavardenis5812                4.76                          
Vardenis5814                  Pavardenis5814                4.92                          
Vardenis5815                  Pavardenis5815                4.20                          
Vardenis5819                  Pavardenis5819                4.36                          
Vardenis582                   Pavardenis582                 3.12                          
Vardenis5821                  Pavardenis5821                4.04                          
Vardenis5824                  Pavardenis5824                4.60                          
Vardenis5828                  Pavardenis5828                4.76                          
Vardenis583                   Pavardenis583                 3.76                          
Vardenis584                   Pavardenis584                 3.92                          
Vardenis5842                  Pavardenis5842                4.76                          
Vardenis5843                  Pavardenis5843                4.68                          
Vardenis5845                  Pavardenis5845                4.76                          
Vardenis5847                  Pavardenis5847                4.92                          
Vardenis585                   Pavardenis585                 3.60                          
Vardenis5854                  Pavardenis5854                4.92                          
Vardenis5857                  Pavardenis5857                4.60                          
Vardenis586                   Pavardenis586                 3.76                          
Vardenis5860                  Pavardenis5860                4.76                          
Vardenis5861                  Pavardenis5861                4.44                          
Vardenis5863                  Pavardenis5863                4.36                          
Vardenis5865                  Pavardenis5865                4.60                          
Vardenis5868                  Pavardenis5868                4.92                          
Vardenis5869                  Pavardenis5869                4.28                          
Vardenis587                   Pavardenis587                 2.32                          
Vardenis5870                  Pavardenis5870                4.52                          
Vardenis5871                  Pavardenis5871                4.84                          
Vardenis5874                  Pavardenis5874                4.92                          
Vardenis5877                  Pavardenis5877                4.68                          
Vardenis5878                  Pavardenis5878                4.60                          
Vardenis588                   Pavardenis588                 4.08                          
Vardenis5883                  Pavardenis5883                4.44                          
Vardenis5886                  Pavardenis5886                4.92                          
Vardenis5888                  Pavardenis5888                4.44                          
Vardenis5889                  Pavardenis5889                4.84                          
Vardenis589                   Pavardenis589                 3.20                          
Vardenis5890                  Pavardenis5890                3.96                          
Vardenis5893                  Pavardenis5893                4.04                          
Vardenis5898                  Pavardenis5898                4.36                          
Vardenis5899                  Pavardenis5899                4.44                          
Vardenis59                    Pavardenis59                  3.44                          
Vardenis590                   Pavardenis590                 3.36                          
Vardenis5901                  Pavardenis5901                4.68                          
Vardenis5904                  Pavardenis5904                4.28                          
Vardenis5905                  Pavardenis5905                4.28                          
Vardenis5906                  Pavardenis5906                4.92                          
Vardenis5908                  Pavardenis5908                4.84                          
Vardenis591                   Pavardenis591                 4.40                          
Vardenis5912                  Pavardenis5912                4.44                          
Vardenis592                   Pavardenis592                 3.52                          
Vardenis5924                  Pavardenis5924                4.36                          
Vardenis5925                  Pavardenis5925                4.68                          
Vardenis5926                  Pavardenis5926                4.36                          
Vardenis5928                  Pavardenis5928                4.20                          
Vardenis593                   Pavardenis593                 3.20                          
Vardenis5931                  Pavardenis5931                4.76                          
Vardenis5932                  Pavardenis5932                4.28                          
Vardenis5933                  Pavardenis5933                4.12                          
Vardenis5937                  Pavardenis5937                4.28                          
Vardenis5938                  Pavardenis5938                4.60                          
Vardenis594                   Pavardenis594                 3.60                          
Vardenis5941                  Pavardenis5941                4.44                          
Vardenis5945                  Pavardenis5945                4.76                          
Vardenis5946                  Pavardenis5946                4.28                          
Vardenis595                   Pavardenis595                 3.20                          
Vardenis5951                  Pavardenis5951                4.92                          
Vardenis5952                  Pavardenis5952                4.60                          
Vardenis5953                  Pavardenis5953                4.76                          
Vardenis5955                  Pavardenis5955                4.60                          
Vardenis5957                  Pavardenis5957                4.76                          
Vardenis596                   Pavardenis596                 4.72                          
Vardenis5962                  Pavardenis5962                4.60                          
Vardenis5964                  Pavardenis5964                4.84                          
Vardenis5965                  Pavardenis5965                4.76                          
Vardenis5967                  Pavardenis5967                4.44                          
Vardenis597                   Pavardenis597                 3.04                          
Vardenis5970                  Pavardenis5970                4.60                          
Vardenis5976                  Pavardenis5976                4.60                          
Vardenis5978                  Pavardenis5978                4.28                          
Vardenis598                   Pavardenis598                 3.44                          
Vardenis5983                  Pavardenis5983                4.20                          
Vardenis5987                  Pavardenis5987                4.84                          
Vardenis599                   Pavardenis599                 3.44                          
Vardenis5996                  Pavardenis5996                4.68                          
Vardenis6                     Pavardenis6                   3.28                          
Vardenis60                    Pavardenis60                  3.60                          
Vardenis600                   Pavardenis600                 3.12                          
Vardenis6001                  Pavardenis6001                4.84                          
Vardenis6007                  Pavardenis6007                4.84                          
Vardenis601                   Pavardenis601                 3.28                          
Vardenis6012                  Pavardenis6012                4.28                          
Vardenis6016                  Pavardenis6016                3.80                          
Vardenis602                   Pavardenis602                 3.92                          
Vardenis6027                  Pavardenis6027                4.52                          
Vardenis6029                  Pavardenis6029                4.52                          
Vardenis603                   Pavardenis603                 3.44                          
Vardenis6032                  Pavardenis6032                4.44                          
Vardenis6033                  Pavardenis6033                4.84                          
Vardenis6036                  Pavardenis6036                4.92                          
Vardenis6037                  Pavardenis6037                4.92                          
Vardenis6038                  Pavardenis6038                4.84                          
Vardenis604                   Pavardenis604                 4.00                          
Vardenis6046                  Pavardenis6046                4.52                          
Vardenis605                   Pavardenis605                 3.44                          
Vardenis6050                  Pavardenis6050                4.84                          
Vardenis6052                  Pavardenis6052                4.84                          
Vardenis6054                  Pavardenis6054                4.60                          
Vardenis6055                  Pavardenis6055                4.60                          
Vardenis6059                  Pavardenis6059                4.44                          
Vardenis606                   Pavardenis606                 2.56                          
Vardenis6061                  Pavardenis6061                4.76                          
Vardenis607                   Pavardenis607                 4.00                          
Vardenis6076                  Pavardenis6076                4.76                          
Vardenis608                   Pavardenis608                 4.24                          
Vardenis6086                  Pavardenis6086                4.84                          
Vardenis6087                  Pavardenis6087                4.84                          
Vardenis6089                  Pavardenis6089                4.92                          
Vardenis609                   Pavardenis609                 3.68                          
Vardenis6091                  Pavardenis6091                4.92                          
Vardenis6094                  Pavardenis6094                4.92                          
Vardenis6098                  Pavardenis6098                4.84                          
Vardenis6099                  Pavardenis6099                4.92                          
Vardenis61                    Pavardenis61                  3.76                          
Vardenis610                   Pavardenis610                 2.88                          
Vardenis6100                  Pavardenis6100                4.68                          
Vardenis6102                  Pavardenis6102                4.76                          
Vardenis6104                  Pavardenis6104                4.76                          
Vardenis6105                  Pavardenis6105                4.52                          
Vardenis6108                  Pavardenis6108                4.92                          
Vardenis611                   Pavardenis611                 3.84                          
Vardenis6110                  Pavardenis6110                4.92                          
Vardenis6113                  Pavardenis6113                4.92                          
Vardenis6114                  Pavardenis6114                4.52                          
Vardenis6118                  Pavardenis6118                4.36                          
Vardenis612                   Pavardenis612                 3.76                          
Vardenis6120                  Pavardenis6120                4.44                          
Vardenis6122                  Pavardenis6122                4.60                          
Vardenis6125                  Pavardenis6125                4.92                          
Vardenis6128                  Pavardenis6128                4.76                          
Vardenis6129                  Pavardenis6129                4.76                          
Vardenis613                   Pavardenis613                 3.44                          
Vardenis6131                  Pavardenis6131                4.76                          
Vardenis6132                  Pavardenis6132                4.84                          
Vardenis6133                  Pavardenis6133                4.76                          
Vardenis6134                  Pavardenis6134                4.84                          
Vardenis6135                  Pavardenis6135                4.76                          
Vardenis6138                  Pavardenis6138                4.76                          
Vardenis614                   Pavardenis614                 3.36                          
Vardenis6147                  Pavardenis6147                4.84                          
Vardenis6148                  Pavardenis6148                4.12                          
Vardenis6149                  Pavardenis6149                4.76                          
Vardenis615                   Pavardenis615                 3.44                          
Vardenis6151                  Pavardenis6151                4.76                          
Vardenis616                   Pavardenis616                 3.44                          
Vardenis6160                  Pavardenis6160                4.44                          
Vardenis6161                  Pavardenis6161                4.84                          
Vardenis6164                  Pavardenis6164                4.84                          
Vardenis6168                  Pavardenis6168                4.76                          
Vardenis617                   Pavardenis617                 3.12                          
Vardenis6170                  Pavardenis6170                4.20                          
Vardenis6172                  Pavardenis6172                4.52                          
Vardenis6176                  Pavardenis6176                4.20                          
Vardenis6178                  Pavardenis6178                4.60                          
Vardenis618                   Pavardenis618                 3.20                          
Vardenis6185                  Pavardenis6185                4.52                          
Vardenis6187                  Pavardenis6187                4.84                          
Vardenis619                   Pavardenis619                 2.56                          
Vardenis6196                  Pavardenis6196                4.92                          
Vardenis62                    Pavardenis62                  2.88                          
Vardenis620                   Pavardenis620                 3.44                          
Vardenis6201                  Pavardenis6201                4.92                          
Vardenis6207                  Pavardenis6207                4.84                          
Vardenis621                   Pavardenis621                 2.96                          
Vardenis6210                  Pavardenis6210                4.60                          
Vardenis6213                  Pavardenis6213                4.76                          
Vardenis6216                  Pavardenis6216                4.44                          
Vardenis6219                  Pavardenis6219                4.36                          
Vardenis622                   Pavardenis622                 4.24                          
Vardenis6223                  Pavardenis6223                4.92                          
Vardenis6224                  Pavardenis6224                4.20                          
Vardenis6225                  Pavardenis6225                4.84                          
Vardenis6226                  Pavardenis6226                4.52                          
Vardenis6228                  Pavardenis6228                4.44                          
Vardenis623                   Pavardenis623                 3.52                          
Vardenis6230                  Pavardenis6230                4.92                          
Vardenis6231                  Pavardenis6231                4.44                          
Vardenis6236                  Pavardenis6236                4.76                          
Vardenis624                   Pavardenis624                 3.44                          
Vardenis6241                  Pavardenis6241                4.92                          
Vardenis6243                  Pavardenis6243                4.84                          
Vardenis6246                  Pavardenis6246                4.76                          
Vardenis6248                  Pavardenis6248                4.52                          
Vardenis6249                  Pavardenis6249                4.92                          
Vardenis625                   Pavardenis625                 3.52                          
Vardenis6251                  Pavardenis6251                4.92                          
Vardenis6254                  Pavardenis6254                4.76                          
Vardenis626                   Pavardenis626                 4.16                          
Vardenis6262                  Pavardenis6262                4.20                          
Vardenis6263                  Pavardenis6263                4.44                          
Vardenis627                   Pavardenis627                 3.28                          
Vardenis6274                  Pavardenis6274                4.84                          
Vardenis6276                  Pavardenis6276                4.92                          
Vardenis628                   Pavardenis628                 3.68                          
Vardenis6282                  Pavardenis6282                4.76                          
Vardenis6283                  Pavardenis6283                4.84                          
Vardenis6284                  Pavardenis6284                4.52                          
Vardenis6285                  Pavardenis6285                4.68                          
Vardenis629                   Pavardenis629                 3.92                          
Vardenis6292                  Pavardenis6292                4.60                          
Vardenis6294                  Pavardenis6294                3.96                          
Vardenis63                    Pavardenis63                  3.52                          
Vardenis630                   Pavardenis630                 3.44                          
Vardenis6300                  Pavardenis6300                4.84                          
Vardenis6301                  Pavardenis6301                4.60                          
Vardenis6303                  Pavardenis6303                4.68                          
Vardenis6306                  Pavardenis6306                4.44                          
Vardenis6307                  Pavardenis6307                4.04                          
Vardenis631                   Pavardenis631                 2.96                          
Vardenis6311                  Pavardenis6311                4.76                          
Vardenis6312                  Pavardenis6312                4.52                          
Vardenis6317                  Pavardenis6317                3.72                          
Vardenis6319                  Pavardenis6319                3.56                          
Vardenis632                   Pavardenis632                 3.68                          
Vardenis6321                  Pavardenis6321                3.56                          
Vardenis6323                  Pavardenis6323                4.44                          
Vardenis6327                  Pavardenis6327                4.92                          
Vardenis633                   Pavardenis633                 3.52                          
Vardenis6332                  Pavardenis6332                4.36                          
Vardenis6333                  Pavardenis6333                4.68                          
Vardenis6334                  Pavardenis6334                4.84                          
Vardenis6335                  Pavardenis6335                4.76                          
Vardenis6336                  Pavardenis6336                4.92                          
Vardenis634                   Pavardenis634                 2.16                          
Vardenis6349                  Pavardenis6349                4.68                          
Vardenis635                   Pavardenis635                 3.92                          
Vardenis6350                  Pavardenis6350                4.84                          
Vardenis6353                  Pavardenis6353                4.92                          
Vardenis6358                  Pavardenis6358                4.92                          
Vardenis6359                  Pavardenis6359                4.76                          
Vardenis636                   Pavardenis636                 3.52                          
Vardenis6360                  Pavardenis6360                4.92                          
Vardenis6361                  Pavardenis6361                4.28                          
Vardenis6365                  Pavardenis6365                4.68                          
Vardenis6367                  Pavardenis6367                4.52                          
Vardenis637                   Pavardenis637                 3.68                          
Vardenis6370                  Pavardenis6370                4.52                          
Vardenis6371                  Pavardenis6371                4.68                          
Vardenis6373                  Pavardenis6373                4.52                          
Vardenis6375                  Pavardenis6375                4.76                          
Vardenis6378                  Pavardenis6378                4.84                          
Vardenis638                   Pavardenis638                 3.60                          
Vardenis6381                  Pavardenis6381                4.68                          
Vardenis639                   Pavardenis639                 4.00                          
Vardenis6391                  Pavardenis6391                4.68                          
Vardenis64                    Pavardenis64                  2.88                          
Vardenis640                   Pavardenis640                 3.60                          
Vardenis6402                  Pavardenis6402                4.76                          
Vardenis6403                  Pavardenis6403                4.60                          
Vardenis6406                  Pavardenis6406                4.76                          
Vardenis641                   Pavardenis641                 3.92                          
Vardenis6410                  Pavardenis6410                4.44                          
Vardenis6411                  Pavardenis6411                4.68                          
Vardenis6412                  Pavardenis6412                4.92                          
Vardenis6416                  Pavardenis6416                4.76                          
Vardenis6419                  Pavardenis6419                4.68                          
Vardenis642                   Pavardenis642                 2.48                          
Vardenis6426                  Pavardenis6426                4.68                          
Vardenis6428                  Pavardenis6428                4.52                          
Vardenis6429                  Pavardenis6429                4.84                          
Vardenis643                   Pavardenis643                 3.44                          
Vardenis6430                  Pavardenis6430                4.84                          
Vardenis6431                  Pavardenis6431                4.12                          
Vardenis6433                  Pavardenis6433                3.88                          
Vardenis644                   Pavardenis644                 3.04                          
Vardenis6443                  Pavardenis6443                4.92                          
Vardenis6446                  Pavardenis6446                4.28                          
Vardenis6449                  Pavardenis6449                4.28                          
Vardenis645                   Pavardenis645                 3.60                          
Vardenis6450                  Pavardenis6450                4.68                          
Vardenis6453                  Pavardenis6453                4.36                          
Vardenis6458                  Pavardenis6458                4.76                          
Vardenis646                   Pavardenis646                 2.32                          
